Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion,gmap_url,categoria_antig
26042030,26,26042,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Gaiman,Museo Casa Del Poeta,Almirante Brown 328,NA,U9105AEF,280,449 1049,patriciaalvarezherreroinfovia.com.ar,NA,-43.2896,-65.4922,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-43.2896,-65.4922",sin datos
26042030,26,26042,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Gaiman,Museo Primera Casa,J.C. Evans,NA,9105,280,449 1571,informes@gaiman.gov.ar,NA,-43.2896,-65.4922,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-43.2896,-65.4922",sin datos
26042030,26,26042,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Gaiman,Museo Histórico Regional,28 de Julio 705,NA,U9105ABK,280,449 1063,NA,NA,-43.2885,-65.4916,Localización precisa,NA,DNPyM,Privada,1965,2017,"https://www.google.com/maps?q=-43.2885,-65.4916",1940-1979
26098020,26,26098,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Gobernador Costa,Museo Regional Casique Valentín Sayhueque,San Martín y Perito Moreno,NA,9223,2945,491 100,NA,NA,-44.055081,-70.597902,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-44.055081,-70.597902",sin datos
26014100,26,26014,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Leleque,Museo Leleque,"Ruta Nacional 40, Km 1440. Estancia Benetton",NA,U9217XAA,2945,452 600 INT. 24,NA,NA,-42.431011,-71.068371,Localización precisa,NA,DNPyM,Privada,2004,2017,"https://www.google.com/maps?q=-42.431011,-71.068371",1989-2019
26070020,26,26070,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Los Altares,Museo De Mineralogía,Ruta Provincial 25,NA,U9207XAF,280,449 9000,NA,NA,-43.873296,-68.430123,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-43.873296,-68.430123",sin datos
26007020,26,26007,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Puerto Madryn,Museo Gemas,San Luis 805,NA,U9120BKC,280,447 0773,francominerales@hotmail.com,NA,-42.7544,-65.0493,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-42.7544,-65.0493",sin datos
26007020,26,26007,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Puerto Madryn,Museo Del Desembarco,Bulevard Browns S/N,NA,9120,NA,NA,info@puntacuevas.org.ar,www.puntacuevas.org.ar,-42.7544,-65.0493,Localización precisa,NA,DNPyM,Privada,2008,2017,"https://www.google.com/maps?q=-42.7544,-65.0493",1989-2019
26007020,26,26007,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Puerto Madryn,Museo Provincial De Ciencias Naturales Y Oceanográfico,Domecq García y Menéndez,NA,9120,965,451 139,NA,NA,-42.762232,-65.039954,Localización precisa,NA,DNPyM,Provincial,1972,2017,"https://www.google.com/maps?q=-42.762232,-65.039954",1940-1979
26007020,26,26007,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Puerto Madryn,Museo Municipal De Arte,Avda. Roca 444,NA,U9120AIR,280,445 3204,NA,NA,-42.768027,-65.032037,Localización precisa,NA,DNPyM,Municipal,1994,2017,"https://www.google.com/maps?q=-42.768027,-65.032037",1989-2019
26021050,26,26021,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Rada Tilly,Museo Regional De Rada Tilly,Combate de Martín García 176,NA,U9001BYB,297,445 1598,NA,NA,-45.934138,-67.558743,Localización precisa,NA,DNPyM,Municipal,1987,2017,"https://www.google.com/maps?q=-45.934138,-67.558743",1989-2019
26077030,26,26077,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Rawson,Museo Histórico De La Ciudad,Av. San Martín 830,NA,U9103AWV,280,448 5877,NA,NA,-43.303871,-65.103405,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-43.303871,-65.103405",sin datos
26077030,26,26077,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Rawson,Museo Histórico De La Policía De La Provincia Del Chubut,Av. Antártida Argentina 650,NA,U9103BEP,2965,485 701,museo.policia@chubut.gov.ar,NA,-43.2999,-65.0995,Localización precisa,NA,DNPyM,Provincial,1999,2017,"https://www.google.com/maps?q=-43.2999,-65.0995",1989-2019
26077030,26,26077,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Rawson,Museo Provincial Del Soldado De Malvinas,Julio A. Roca 562,NA,U9103AJD,280,448 5262,museodemalvinas@gmail.com,NA,-43.2999,-65.0995,Localización precisa,NA,DNPyM,Provincial,2012,2017,"https://www.google.com/maps?q=-43.2999,-65.0995",1989-2019
26077030,26,26077,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Rawson,Instituto De Investigaciones Arqueológicas Y Museo Prof. Mariano Gambier,"Ruta 40, Lateral Este (entre Progreso y Calle 5)",NA,J5425XAB,264,424 1424,NA,NA,-31.582909,-68.523732,Localización precisa,NA,DNPyM,Nacional,1965,2017,"https://www.google.com/maps?q=-31.582909,-68.523732",1940-1979
26084070,26,26084,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Rio Mayo,Museo Regional Dr. Federico Escalada,Avda. Ejército Argentino S/N - Casa de la Cultura,NA,9030,2903,420 4000,NA,NA,-45.698499,-70.255966,Localización precisa,NA,DNPyM,Municipal,1996,2017,"https://www.google.com/maps?q=-45.698499,-70.255966",1989-2019
26091020,26,26091,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Sarmiento,Museo Regional Desiderio Torres,20 de Junio 114,NA,U9020ABD,297,489 3401 INT. 226,NA,NA,-45.593725,-69.069517,Localización precisa,NA,DNPyM,Municipal,1972,2017,"https://www.google.com/maps?q=-45.593725,-69.069517",1940-1979
26077040,26,26077,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Trelew,Museo Municipal De Artes Visuales,Mitre 350,NA,U9100HNH,280,443 3774,cultura@trelew.gov.ar,www.trelew.gov.ar,-43.2491,-65.3074,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-43.2491,-65.3074",sin datos
26077040,26,26077,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Trelew,Museo Pueblo De Luis,Avda. 9 de Julio y Avda. Fontana,NA,U9100BYN,280,442 4062,NA,NA,-43.250477,-65.310422,Localización precisa,NA,DNPyM,Municipal,1984,2017,"https://www.google.com/maps?q=-43.250477,-65.310422",1989-2019
26077040,26,26077,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Trelew,Museo Paleontológico Egidio Feruglio,Av. Fontana 140,NA,U9100GYO,280,443 2100,info@mef.org.ar,www.mef.org.ar,-43.2491,-65.3074,Localización precisa,NA,DNPyM,NA,1999,2017,"https://www.google.com/maps?q=-43.2491,-65.3074",1989-2019
26035060,26,26035,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,Museo Nuestras Raíces,Ruta Provincial Nº 34 (A 7 Km de Trevelin),NA,9203,2945,480 881,NA,NA,-43.092999,-71.465457,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-43.092999,-71.465457",sin datos
26035060,26,26035,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,Museo Regional,Molino Viejo 488,NA,9203,2945,480 881,archivohistoricotrevelin@gmail.com,NA,-43.0792,-71.4643,Localización precisa,NA,DNPyM,Municipal,1971,2017,"https://www.google.com/maps?q=-43.0792,-71.4643",1940-1979
26035060,26,26035,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,Museo Cartref Taid (Hogar Del Abuelo),El Malacara S/N,NA,9203,2945,480 108,NA,NA,-43.078253,-71.460629,Localización precisa,NA,DNPyM,Privada,1995,2017,"https://www.google.com/maps?q=-43.078253,-71.460629",1989-2019
26035060,26,26035,NA,Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,"Molino Nant Fach, Thomás Dalar Evans","Ruta 259, Km 56",NA,9203,2945,15 465 045,NA,NA,-43.0792,-71.4643,Localización precisa,NA,DNPyM,Privada,1996,2017,"https://www.google.com/maps?q=-43.0792,-71.4643",1989-2019
26007030,26,26007,NA,Espacios de Exhibición Patrimonial,NA,Chubut,Biedma,Centro De Visitantes Istmo C. Ameghino,Itsmo de la Península de Valdés,NA,9121,280,4450489,recepcion@peninsulavaldes.org.ar,www.peninsulavaldes.org.ar,-42.4761,-64.4128,Centroide por proximidad,NA,Gobierno de la Provincia de Chubut / SInCA 2013,NA,NA,2017,"https://www.google.com/maps?q=-42.4761,-64.4128",sin datos
26007020,26,26007,NA,Espacios de Exhibición Patrimonial,NA,Chubut,Puerto Madryn,Ecocentro,Julio Verne 3784,NA,9120,280,4457470,amigos@ecocentro.org.ar,www.ecocentro.org.ar,-42.7544,-65.0493,Localización precisa,NA,Gobierno de la Provincia de Chubut / SInCA 2013,NA,NA,2017,"https://www.google.com/maps?q=-42.7544,-65.0493",sin datos
26077030,26,26077,NA,Espacios de Exhibición Patrimonial,NA,Chubut,Rawson,Aquavida- Centro De Interpretación De La Biodiversidad Regional,Av. Rawson S/N (frente a la plaza Luis Piedra Buena),NA,9103,280,4481990,acuavidaplayaunion@gmail.com,NA,-43.2999,-65.0995,Localización precisa,NA,Gobierno de la Provincia de Chubut / SInCA 2013,NA,NA,2017,"https://www.google.com/maps?q=-43.2999,-65.0995",sin datos
26007020,26,26007,NA,Espacios de Exhibición Patrimonial,NA,Chubut,Puerto Madryn,Museo Municipal de Arte,Av. Roca 444,NA,9120,NA,NA,museodearte@madryn.gov.ar,NA,-42.76866101,-65.03141845,Localización precisa,NA,Municipalidad de Puerto Madryn,Municipal,1996,2017,"https://www.google.com/maps?q=-42.76866101,-65.03141845",1989-2019
26007020,26,26007,NA,Espacios de Exhibición Patrimonial,NA,Chubut,Puerto Madryn,Museo Histórico Juan Meisen Ebene,1ro. de marzo y Ciudad de Nefyn,NA,9120,NA,NA,NA,NA,-42.76576312,-65.04090278,Localización precisa,NA,Municipalidad de Puerto Madryn,Municipal,2013,2017,"https://www.google.com/maps?q=-42.76576312,-65.04090278",1989-2019
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Malvinas E Islas Del Atlántico Sur,Av. del Libertador 8151,NA,C1429BNB,11,4701 7083,NA,NA,-34.540283,-58.46409,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.540283,-58.46409",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Maquetas,Ciudad Universitaria - Pabellón iii,NA,1428,11,4789 6200,NA,NA,-34.544363,-58.440278,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.544363,-58.440278",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Matemática Mateuba,"Ciudad Universitaria, pabellón i, 2do. Piso",NA,1428,11,4576 3335,NA,NA,-34.544363,-58.440278,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.544363,-58.440278",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Mineralogía Dra. Elmira Inés Mórtola,Ciudad Universitaria pabellón ii,NA,1428,11,4576 3300 INT. 284,NA,NA,-34.544363,-58.440278,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.544363,-58.440278",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Líbero Badii,11 de Setiembre 1990,NA,C1428AID,11,4784 8650,NA,NA,-34.559824,-58.450187,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.559824,-58.450187",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Patricios De Buenos Ayres,Av. Int. Bullrich 481,NA,C1425FTE,11,4576 5537 INT. 5448,NA,NA,-34.576542,-58.426072,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.576542,-58.426072",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Latinoamericano De Buenos Aires Malba - Fundación Constantín,Av. Figueroa Alcorta 3415,NA,C1425CLA,11,4808 6500,NA,NA,-34.577484,-58.4037,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.577484,-58.4037",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Automóvil Club Argentino,Avda. del Libertador 1850,NA,C1425AAR,11,4801 5675,relinsti@aca.org.ar,NA,-34.5826,-58.3998,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.5826,-58.3998",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Y Archivo Histórico De La Facultad De Derecho De La Universidad De Buenos Aires,Av. Figueroa Alcorta 2263,NA,C1425CKB,11,4809 5638,NA,NA,-34.583246,-58.392699,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.583246,-58.392699",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Fotográfico Simik,Av. Federico Lacroze 3901,NA,C1427EDE,11,4554 5529,NA,NA,-34.584383,-58.453649,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.584383,-58.453649",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Bellas Artes,Avda. del Libertador 1473,NA,C1425AAA,11,4803 8817,NA,NA,-34.5846,-58.3923,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.5846,-58.3923",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palais De Glace - Palacio Nacional De Las Artes,Posadas 1725,NA,C1112ADE,11,4804 1163,NA,NA,-34.585994,-58.389655,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.585994,-58.389655",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arquitectura Y Diseño,Avda. del Libertador 999,NA,C1001ABJ,11,4800 1888,NA,NA,-34.58663,-58.385729,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.58663,-58.385729",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Claustros Del Pilar,Junín 1904,NA,C1113AAX,11,4803 6793,NA,NA,-34.587287,-58.391969,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.587287,-58.391969",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Notario Roberto Mario Arata,Guido 1841,NA,C1119AAA,11,4804 7743,NA,NA,-34.589645,-58.390332,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.589645,-58.390332",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Padre Cool,Junín 1223,NA,C1113AAI,11,4821 8146,NA,NA,-34.594167,-58.397069,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.594167,-58.397069",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Del Teatro,Av. Santa Fe 1243,NA,C1059ABG,11,4811 7678,NA,NA,-34.595599,-58.384959,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.595599,-58.384959",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comisión De Historia Y Museo De Odontología De La Asociación Odontológica Argentina,Junín 959,NA,C1113AAC,11,4961 6141,NA,NA,-34.597805,-58.397211,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.597805,-58.397211",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Historia De La Cirugía Vicente Aníbal Risolía,Paraguay 2155,NA,C1121ABG,11,5950 9500 INT. 2104,NA,NA,-34.598038,-58.398271,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-34.598038,-58.398271",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Holocausto,Montevideo 919,NA,C1019ABS,11,4811 3588,informaciones@fmh.org.ar,NA,-34.5982,-58.3897,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-34.5982,-58.3897",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Forense De La Justicia Nacional Dr. Juan Bautista Bafico,Junín 760,NA,C1026ABP,11,4374 2035,NA,NA,-34.6003,-58.3972,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.6003,-58.3972",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller Museo Gyula Kosice,Humahuaca 4662,NA,C1192ACP,11,4801 8615,NA,NA,-34.601011,-58.430613,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.601011,-58.430613",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Batato Barea,"Tucumán 3054, dpto. 11",NA,C1189AAH,11,4962 2592,NA,NA,-34.601022,-58.40858,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.601022,-58.40858",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Colegio  De La Salle De Ciencias Naturales Y Del Hombre,Riobamba 650,NA,C1025ABN,11,4374 6449,dirgral@delasalle.esc.edu.ar,NA,-34.6015,-58.3942,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.6015,-58.3942",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Carlos Gardel,Jean Jaurés 735,NA,C1215ACM,11,4964 2015,NA,NA,-34.601615,-58.407894,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-34.601615,-58.407894",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Corbeta A.R.A. Uruguay,"Puerto Madero, dique 4",NA,1104,11,4314 1090,NA,www.ara.mil.ar,-34.6037,-58.3664,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.6037,-58.3664",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Niños Abasto,"Av. Corrientes 3247, segundo nivel del Shopping Abasto",NA,C1193AAE,11,4861 2325,NA,NA,-34.603944,-58.411006,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.603944,-58.411006",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mitre,San Martín 336,NA,C1004AAH,11,4394 7659,NA,NA,-34.604,-58.3738,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.604,-58.3738",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Mujer,Pasaje Rivarola 175,NA,C1015AAA,11,4383 9054,NA,NA,-34.606723,-58.385337,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.606723,-58.385337",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mundial Del Tango De La Ademia Nacional,Rivadavia 830,NA,C1002AAT,11,4345 6967,NA,NA,-34.608244,-58.378263,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-34.608244,-58.378263",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Honorable Cámara De Diputados,Av. Rivadavia 1864,NA,C1033AAV,11,6310 7100 INT. 3633,NA,NA,-34.609307,-58.392925,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.609307,-58.392925",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Casa Fernández Blanco,Hipólito Irigoyen 1420,NA,C1089AAB,11,4326 3396,NA,NA,-34.610001,-58.386447,Localización precisa,NA,DNPyM,Gobierno de la Ciudad,NA,2017,"https://www.google.com/maps?q=-34.610001,-58.386447",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Parlamentario Senador Domingo Faustino Sarmiento,Hipólito Irigoyen 1702,NA,C1089AAH,11,4010 3020,dcampos@senado.gov.ar,www.senado.gov.ar,-34.6102,-58.3905,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.6102,-58.3905",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Bicentenario,Av. Paseo Colón 100,NA,C1063ACN,11,4344 3802,NA,NA,-34.610515,-58.36945,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-34.610515,-58.36945",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo Minero - Mumin,Avda. Diagonal Sur Julio A. Roca 651 p.b.,NA,C1067ABB,11,4349 4450,NA,NA,-34.610994,-58.375757,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.610994,-58.375757",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Complejo Histórico Cultural Manzana De Las Luces,Perú 272,NA,C1067AAF,11,4342 9930,NA,NA,-34.611098,-58.374751,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.611098,-58.374751",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico Juan Bautista Ambrosetti,Moreno 350,NA,C1091AAH,11,4331 7788,NA,NA,-34.6113,-58.3713,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.6113,-58.3713",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Luz,Boyacá 1553,NA,C1416AAI,11,4582 1922,NA,NA,-34.611756,-58.467495,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.611756,-58.467495",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Santo Domingo,Defensa 422 / Av. Belgrano s/n,NA,C1065AAH,11,4331 1668 INT. 102,NA,NA,-34.612779,-58.371804,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.612779,-58.371804",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Fotografía Humberto F. Zappa,Avda. Paseo Colón 470,NA,C1063ACR,11,4331 9734,NA,NA,-34.6132,-58.3691,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.6132,-58.3691",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Marcapasos Y Precursores De La Medicina Moderna,Catamarca 536,NA,C1231AAB,11,4931 2560,NA,NA,-34.616607,-58.405657,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-34.616607,-58.405657",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Psicología Argentina Horacio Piñero,Av. Independencia 3065,NA,C1225AAM,11,4957 4348 INT. 116,NA,NA,-34.619677,-58.408732,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-34.619677,-58.408732",sin datos
02000010,02,02000,NA,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fundación Museo Del Automóvil De La Ciudad De Buenos Aires,Irigoyen 2265,NA,C1408CPU,11,4644 0828,NA,NA,-34.620794,-58.526163,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-34.620794,-58.526163",sin datos
